posting_id,공사명,종목,대업종,발주처,지역약칭,기초금액,추정가격,예정가격,예정가격사정률,1순위금액,1순위사정률,1순위업체,참여업체수,개찰일,검색지역,연차구분
[R26BK01559417-000],기초 A값 수의 해운대구 장산로 일원 포장보수공사 [R26BK01559417-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"160,780,000","146,163,636","162,531,725",1.08951,"146,291,200",1.10577,남우산업개발(주),261,26/06/10 11:00,부산,최근1년
[R26BK01552770-000],기초 A값 수의 가야대로679번길 일원 도로정비공사 [R26BK01552770-000],포장,지반조성.포장,부산광역시 부산진구,부산,"76,920,000","69,927,273","77,851,750",1.21132,"70,299,600",1.23405,주식회사 명광건설,261,26/06/09 14:00,부산,최근1년
[R26BK01557719-002],정정 기초 A값 수의 범어사역 일원 보도정비공사 [R26BK01557719-002],포장,지반조성.포장,부산광역시 금정구,부산,"83,118,000","75,561,818","82,832,950",-0.34295,"74,845,860",-0.34159,(주)다인산업개발,262,26/06/09 11:00,부산,최근1년
[R26BK01557636-000],기초 A값 수의 금사역 일원 반송로 측구 준설공사 [R26BK01557636-000],상.하수도,상.하수도,부산광역시 금정구,부산,"77,822,000","70,747,273","77,140,525",-0.87569,"69,547,896",-0.86900,주식회사엔텍건설,74,26/06/09 11:00,부산,최근1년
[R26BK01557055-000],기초 A값 수의 삼어초등학교 운동장 정비공사 [R26BK01557055-000],포장/토공/보링.그라우팅.파일,지반조성.포장,부산광역시교육청 부산광역시해운대교육지원청,부산,"99,800,000","90,727,273","99,839,200",0.03927,"89,896,500",0.04990,고려특수건설 주식회사,311,26/06/09 11:00,부산,최근1년
[R26BK01554212-000],기초 A값 순공사 상호진출 일광 화전마을~동부산 농협 연결도로 개설공사 [R26BK01554212-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시 기장군,부산,"571,000,000","519,090,910","566,834,600",-0.72950,"512,192,390",-0.69460,주식회사 성래종합건설,213,26/06/09 11:00,부산,최근1년
[2026-07395],기초 A값 수의 공개 병영식당 지반 및 배수로 보수공사(26-위-31) [2026-07395],토공,지반조성.포장,육군제53보병사단,부산,"22,954,970","20,868,155","23,067,198",0.48890,"20,745,800",0.49821,태경토건주식회사,90,26/06/09 10:30,부산,최근1년
[R26BK01555250-000],기초 A값 수의 거제대로 교통체계 개선사업 [R26BK01555250-000],포장,지반조성.포장,부산광역시 연제구,부산,"146,710,000","133,372,727","148,022,750",0.89479,"133,634,700",0.92933,주식회사 이담건설,262,26/06/08 11:00,부산,최근1년
[R26BK01553425-000],기초 A값 수의 대평로 15 일원 외 1개소 하수시설 준설공사 [R26BK01553425-000],상.하수도,상.하수도,부산광역시 영도구,부산,"99,470,000","90,427,273","99,642,375",0.17329,"89,928,910",0.18450,예서건설 주식회사,77,26/06/08 11:00,부산,최근1년
[R26BK01553274-000],기초 A값 수의 2026년 학교시설지원사업 배수로 준설공사(청동초 등 5교) [R26BK01553274-000],상.하수도,상.하수도,부산광역시교육청 부산광역시서부교육지원청,부산,"31,718,000","28,834,545","31,630,125",-0.27706,"28,548,304",-0.26460,주식회사 해남건설,256,26/06/08 11:00,부산,최근1년
[R26BK01552637-000],기초 A값 수의 사직동 쌍용더플래티넘아파트 주변 노후관 개량공사 [R26BK01552637-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"153,300,000","139,363,637","153,264,000",-0.02349,"138,516,800",-0.02306,(주)누리세움,366,26/06/08 11:00,부산,최근1년
[R26BK01551826-000],기초 A값 수의 일광읍 학리마을 도시계획도로(소2-592호선) 개설공사 [R26BK01551826-000],철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시 기장군,부산,"190,824,000","173,476,364","191,062,600",0.12503,"172,601,060",0.14560,한길토건 주식회사,125,26/06/05 11:00,부산,최근1년
[R26BK01551194-000],기초 A값 수의 사상구 감전LH아파트 버스정류장~보훈병원 일원 포장보수공사 [R26BK01551194-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"67,900,000","61,727,273","68,971,350",1.57783,"62,098,000",1.65044,태능건설(주),260,26/06/05 11:00,부산,최근1년
[R26BK01551133-000],기초 A값 수의 내리천(내리1교) 응급복구공사 [R26BK01551133-000],철콘/포장/토공/보링.그라우팅.파일,철콘/지반조성.포장,부산광역시 기장군,부산,"214,900,000","195,363,636","211,463,275",-1.59923,"191,305,984",-1.45350,수환건설(주),168,26/06/05 11:00,부산,최근1년
[R26BK01550233-000],기초 A값 수의 금사동 욱성화학 주변 노후관 개량공사 [R26BK01550233-000],상.하수도,상.하수도,부산광역시 상수도사업본부 동래통합사업소,부산,"118,150,000","107,409,091","117,504,350",-0.54647,"106,440,436",-0.54421,주식회사 에스알이테크,361,26/06/05 11:00,부산,최근1년
[R26BK01547305-000],기초 A값 수의 특허 수영로 550일원 외 2개소 하수관로 정비공사 [R26BK01547305-000],철콘/상.하수도,철콘/상.하수도,부산광역시 수영구,부산,"168,264,000","152,967,273","169,041,025",0.46178,"152,523,457",0.46800,(주)대호이엔지,443,26/06/05 11:00,부산,최근1년
[R26BK01547204-000],기초 A값 수의 실적 2026년 상반기 탈황설비 탈황제 교체공사 [R26BK01547204-000],기계설비/상.하수도,기계가스설비/상.하수도,부산환경공단 수영사업단,부산,"79,970,000","72,700,000","79,160,375",-1.01242,"71,596,340",-0.49728,대성엔텍(주),32,26/06/04 13:00,부산,최근1년
[R26BK01541674-000],기초 A값 수의 명진중학교 다목적구장 조성 공사 [R26BK01541674-000],포장,지반조성.포장,부산광역시북부교육청 명진중학교,부산,"30,873,000","28,066,364","31,331,825",1.48616,"28,198,300",1.52599,근영건설 주식회사,230,26/06/04 11:00,부산,최근1년
[2026-06954],기초 A값 수의 공개 53동지단 물탱크 교체공사 [2026-06954],상.하수도,상.하수도,동원전력사령부,부산,"36,617,275","33,954,200","36,888,568",0.74088,"33,186,900",0.74770,연우종합건설 주식회사,161,26/06/04 10:30,부산,최근1년
[R26BK01547313-000],기초 A값 수의 해운대구 춘천 준설공사 [R26BK01547313-000],토공,지반조성.포장,부산광역시 해운대구,부산,"70,800,000","64,363,636","70,095,400",-0.99520,"63,324,495",-0.98627,(주)양주이앤씨,179,26/06/02 11:00,부산,최근1년
[R26BK01546308-000],기초 A값 수의 2026년 소하천(임석천) 정비공사 [R26BK01546308-000],철콘/토공,철콘/지반조성.포장,부산광역시 금정구,부산,"142,688,000","129,716,364","143,243,825",0.38953,"129,333,000",0.39434,발해건설 주식회사,127,26/06/02 11:00,부산,최근1년
[R26BK01546158-000],"기초 A값 수의 2026년 온천천, 수영강 준설공사 [R26BK01546158-000]",토공,지반조성.포장,부산광역시 금정구,부산,"199,252,000","181,138,182","200,123,275",0.43727,"180,636,228",0.45400,주식회사엔텍건설,190,26/06/02 11:00,부산,최근1년
[202605239],기초 A값 순공사 상호진출 특허 2026년 부산경남본부 관내 교면재포장공사(동부권) [202605239],토목/토건/포장/토공/도장/습식.방수/석공/보링.그라우팅.파일,지반조성.포장/도장.습식.방수.석공,한국도로공사 부산경남본부,부산/울산/경남,"1,460,000,000","1,327,272,727","1,460,032,850",0.00225,"1,306,206,500",0.00419,삼정종합건설 주식회사,887,26/06/02 11:00,부산,최근1년
[R26BK01544017-000],기초 A값 수의 민락수변로 일원 보도정비공사(2단계) [R26BK01544017-000],포장,지반조성.포장,부산광역시 수영구,부산,"75,990,000","69,081,818","76,223,150",0.30681,"68,897,067",0.30768,(주)대흥이엔지,252,26/06/01 11:00,부산,최근1년
[R26BK01543412-000],기초 A값 수의 사라저수지 보수보강공사 [R26BK01543412-000],철콘/토공,철콘/지반조성.포장,부산광역시 기장군,부산,"134,850,000","122,590,909","133,549,775",-0.96421,"120,551,962",-0.91630,주식회사 서호이엔씨,126,26/06/01 11:00,부산,최근1년
[R26BK01527924-000],기초 A값 수의 지사천 일원 하수토구 정비공사 [R26BK01527924-000],상.하수도,상.하수도,부산광역시 강서구,부산,"74,000,000","67,272,727","74,106,050",0.14331,"66,756,320",0.14719,미소건설(주),149,26/06/01 11:00,부산,최근1년
[R26BK01539362-000],"기초 A값 수의 2026년 소하천(임석천, 하정천) 준설공사 [R26BK01539362-000]",토공,지반조성.포장,부산광역시 금정구,부산,"92,300,000","83,909,091","92,306,500",0.00704,"83,366,300",0.02210,주식회사 청호토건,178,26/05/29 11:00,부산,최근1년
[R26BK01537183-000],"기초 A값 순공사 상호진출 금정구 노후하수관로 정비공사(3-3단계, 선두구동) [R26BK01537183-000]",철콘/상.하수도/토목/토건,철콘/상.하수도,부산광역시 금정구,부산,"435,000,000","395,454,545","437,688,325",0.61800,"395,419,850",0.63286,거산토건(주),154,26/05/29 11:00,부산,최근1년
[R26BK01538621-000],물품 기초 실적 명장정수장 제1펌프장 송수펌프 2호기 제작 교체 [R26BK01538621-000],기계설비/상.하수도/배관유체조절시스템장비,기계가스설비/상.하수도,부산광역시,부산,"262,258,000","238,416,364","262,351,175",0.03552,"230,954,890",0.07841,주식회사국제기산,3,26/05/28 11:00,부산,최근1년
[R26BK01537996-000],기초 A값 수의 온천천 공영주차장 하부 산책로 정비사업 [R26BK01537996-000],포장,지반조성.포장,부산광역시 금정구,부산,"93,148,000","84,680,000","93,811,950",0.71279,"84,692,700",0.71427,아토건설(주),259,26/05/28 11:00,부산,최근1년
[R26BK01536063-000],기초 A값 순공사 상호진출 화명생태공원 인공습지 비점오염 저감사업(2차) [R26BK01536063-000],토목/토건/철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시,부산,"599,700,000","545,181,818","599,242,775",-0.07625,"541,114,100",-0.06792,한누리건설 주식회사,218,26/05/28 11:00,부산,최근1년
[R26BK01534595-000],기초 A값 순공사 범일동 834-25번지 일원 분류식화 지역 내 배수설비 정비사업 [R26BK01534595-000],상.하수도,상.하수도,부산광역시 동구,부산,"225,974,000","205,430,909","224,670,750",-0.57673,"203,122,000",-0.57355,남형건설산업 주식회사,336,26/05/27 11:00,부산,최근1년
[R26BK01534554-000],기초 A값 수의 온천천 장전·구서역 일원 산책로 정비사업 [R26BK01534554-000],포장,지반조성.포장,부산광역시 금정구,부산,"122,568,000","111,425,455","122,974,375",0.33155,"111,103,527",0.34487,중동건설(주),260,26/05/27 11:00,부산,최근1년
[R26BK01532822-000],기초 A값 수의 2026년 덕포초등학교 등 8교 배수로 준설공사 [R26BK01532822-000],상.하수도,상.하수도,부산광역시교육청 부산광역시북부교육지원청,부산,"30,444,000","27,676,364","30,493,000",0.16095,"27,413,946",0.16630,(주)KD기공,266,26/05/27 11:00,부산,최근1년
[R26BK01532642-000],기초 A값 순공사 지명 2026년 경남 제3권역 배수펌프장 제진설비 긴급 점검 정비공사 [R26BK01532642-000],기계설비/상.하수도/위생장비,기계가스설비/상.하수도,한국농어촌공사 경남지역본부,부산/울산/경남,"60,000,000","54,545,455","60,169,050",0.28175,"54,490,000",0.49736,주식회사 삼성엔비코,15,26/05/26 11:00,부산,최근1년
[R26BK01532364-000],기초 A값 순공사 지명 2026년 경남 제2권역 배수펌프장 제진설비 긴급 점검 정비공사 [R26BK01532364-000],기계설비/상.하수도/위생장비,기계가스설비/상.하수도,한국농어촌공사 경남지역본부,부산/울산/경남,"70,000,000","63,636,364","69,991,075",-0.01275,"63,365,062",0.16870,주식회사 태현이엔지,16,26/05/26 11:00,부산,최근1년
[R26BK01531985-000],기초 A값 순공사 지명 2026년 경남 제1권역 배수펌프장 제진설비 긴급 점검 정비공사 [R26BK01531985-000],기계설비/상.하수도/위생장비,기계가스설비/상.하수도,한국농어촌공사 경남지역본부,부산/울산/경남,"70,000,000","63,636,364","69,801,025",-0.28425,"63,148,400",-0.17619,주식회사국제기산,15,26/05/26 11:00,부산,최근1년
[R26BK01529557-000],기초 A값 수의 2026년 서부산권역 아스팔트포장 긴급(소파) 보수공사(단가계약) 2차 [R26BK01529557-000],포장,지반조성.포장,부산광역시 건설안전시험사업소,부산,"99,000,000","90,000,000","99,093,350",0.09429,"89,352,500",0.09785,(주)부성건설,255,26/05/22 11:00,부산,최근1년
[R26BK01528036-000],기초 A값 수의 초량상로 53 일원 하수시설 정비공사 [R26BK01528036-000],상.하수도,상.하수도,부산광역시 동구,부산,"96,450,000","87,681,818","95,748,350",-0.72748,"86,450,500",-0.72662,(주)부근건설,353,26/05/22 11:00,부산,최근1년
[R26BK01526517-000],기초 A값 수의 대연동 1738-5번지 CU편의점 주변 노후관 개량공사 [R26BK01526517-000],상.하수도,상.하수도,부산광역시 상수도사업본부 남부사업소,부산,"113,825,000","103,477,273","112,688,225",-0.99871,"101,826,340",-0.98990,주식회사 초록종합건설,356,26/05/22 11:00,부산,최근1년
[R26BK01522272-000],기초 A값 수의 해양로 72 ~ 해양로 110 간 보도정비공사 [R26BK01522272-000],포장,지반조성.포장,부산광역시 영도구,부산,"131,302,000","119,365,455","132,314,375",0.77102,"119,790,700",0.78913,주식회사 태인산업개발,260,26/05/22 11:00,부산,최근1년
[R26BK01516374-000],기초 A값 수의 2026년 화명정수장 폐탄 반출 및 신탄 투입공사 [R26BK01516374-000],상.하수도,상.하수도,부산광역시 상수도사업본부 화명정수사업소,부산,"127,457,000","115,870,000","127,925,775",0.36779,"115,539,800",0.36893,거북건설(주),358,26/05/21 15:00,부산,최근1년
[R26BK01526012-000],기초 A값 수의 동해선 부전역 구내 출입통로 포장공사 [R26BK01526012-000],포장,지반조성.포장,한국철도공사 회계통합센터,부산,"84,770,000","77,063,636","85,089,200",0.37654,"76,549,000",0.38013,(주)호연건설,181,26/05/21 11:00,부산,최근1년
[R26BK01522952-000],기초 A값 수의 해운대구 반송로 780일원 관로정비공사 [R26BK01522952-000],상.하수도,상.하수도,부산광역시 상수도사업본부 시설관리사업소,부산,"65,060,000","59,145,455","65,265,975",0.31659,"58,986,000",0.32069,남형건설산업 주식회사,347,26/05/20 11:00,부산,최근1년
[R26BK01522601-000],기초 A값 수의 일광 원당마을 도시계획도로(소2-751호선) 개설 및 기장대로 가감속차로 설치공사 [R26BK01522601-000],철콘/포장/토공/상.하수도/보링.그라우팅.파일,철콘/지반조성.포장/상.하수도,부산광역시 기장군,부산,"203,000,000","184,545,455","200,604,625",-1.17999,"181,176,165",-1.15821,다솔건설 주식회사,122,26/05/20 11:00,부산,최근1년
